NY,Kings County ,"2,504,700",https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Seal_of_Brooklyn%2C_New_York.svg/100px-Seal_of_Brooklyn%2C_New_York.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Map_of_New_York_highlighting_Kings_County.svg/100px-Map_of_New_York_highlighting_Kings_County.svg.png
PA,Blair County ,"127,089",,
NJ,Hunterdon County ,"124,371",https://upload.wikimedia.org/wikipedia/en/a/a4/Hunterdon_Seal.jpg,
NY,Oswego County ,"122,109",,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Map_of_New_York_highlighting_Oswego_County.svg/100px-Map_of_New_York_highlighting_Oswego_County.svg.png
PA,Mercer County ,"116,638",,
NY,Jefferson County ,"116,229",,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Map_of_New_York_highlighting_Jefferson_County.svg/100px-Map_of_New_York_highlighting_Jefferson_County.svg.png
PA,Lycoming County ,"116,111",,
NY,St. Lawrence County ,"111,944",,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Map_of_New_York_highlighting_Seneca_County.svg/100px-Map_of_New_York_highlighting_Seneca_County.svg.png
MD,St. Mary's County ,"108,987",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Seal_of_St._Mary%27s_County%2C_Maryland.png/100px-Seal_of_St._Mary%27s_County%2C_Maryland.png,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Map_of_Maryland_highlighting_Saint_Mary%27s_County.svg/150px-Map_of_Maryland_highlighting_Saint_Mary%27s_County.svg.png
NY,Ontario County ,"107,931",,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Map_of_New_York_highlighting_Ontario_County.svg/100px-Map_of_New_York_highlighting_Ontario_County.svg.png
NJ,Warren County ,"105,267",https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Warren_Seal.jpg/100px-Warren_Seal.jpg,
MD,Cecil County ,"101,696",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Seal_of_Cecil_County%2C_Maryland.png/100px-Seal_of_Cecil_County%2C_Maryland.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Map_of_Maryland_highlighting_Cecil_County.svg/150px-Map_of_Maryland_highlighting_Cecil_County.svg.png
NY,Tompkins County ,"101,564",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Map_of_New_York_highlighting_Tompkins_County.svg/100px-Map_of_New_York_highlighting_Tompkins_County.svg.png
PA,Adams County ,"101,407",,
MD,Wicomico County ,"100,647",https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Seal_of_Wicomico_County%2C_Maryland.png/100px-Seal_of_Wicomico_County%2C_Maryland.png,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Map_of_Maryland_highlighting_Wicomico_County.svg/150px-Map_of_Maryland_highlighting_Wicomico_County.svg.png
NY,Putnam County ,"99,710",,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Map_of_New_York_highlighting_Putnam_County.svg/100px-Map_of_New_York_highlighting_Putnam_County.svg.png
NY,Steuben County ,"98,990",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Map_of_New_York_highlighting_Steuben_County.svg/100px-Map_of_New_York_highlighting_Steuben_County.svg.png
PA,Northumberland County ,"94,528",,
NY,Wayne County ,"93,772",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Map_of_New_York_highlighting_Wayne_County.svg/100px-Map_of_New_York_highlighting_Wayne_County.svg.png
NJ,Cape May County ,"92,039",https://capemaycountynj.gov/ImageRepository/Document?documentID=820,
PA,Lawrence County ,"91,108",,
MD,Calvert County ,"89,628",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Seal_of_Calvert_County%2C_Maryland.png/100px-Seal_of_Calvert_County%2C_Maryland.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Map_of_Maryland_highlighting_Calvert_County.svg/150px-Map_of_Maryland_highlighting_Calvert_County.svg.png
PA,Indiana County ,"88,880",,
NY,Chemung County ,"88,830",,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Map_of_New_York_highlighting_Chemung_County.svg/100px-Map_of_New_York_highlighting_Chemung_County.svg.png
PA,Crawford County ,"88,765",,
NY,Clinton County ,"82,128",,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Map_of_New_York_highlighting_Clinton_County.svg/100px-Map_of_New_York_highlighting_Clinton_County.svg.png
PA,Clearfield County ,"81,642",,
NY,Cattaraugus County ,"80,317",,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Map_of_New_York_highlighting_Cattaraugus_County.svg/100px-Map_of_New_York_highlighting_Cattaraugus_County.svg.png
NY,Cayuga County ,"80,026",,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Map_of_New_York_highlighting_Cayuga_County.svg/100px-Map_of_New_York_highlighting_Cayuga_County.svg.png
PA,Somerset County ,"77,742",,
NY,Sullivan County ,"77,547",,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Map_of_New_York_highlighting_Sullivan_County.svg/100px-Map_of_New_York_highlighting_Sullivan_County.svg.png
MD,Allegany County ,"74,012",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Seal_of_Allegany_County%2C_Maryland.png/100px-Seal_of_Allegany_County%2C_Maryland.png,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Map_of_Maryland_highlighting_Allegany_County.svg/150px-Map_of_Maryland_highlighting_Allegany_County.svg.png
NY,Madison County ,"73,442",,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Map_of_New_York_highlighting_Madison_County.svg/100px-Map_of_New_York_highlighting_Madison_County.svg.png
PA,Armstrong County ,"68,941",,
PA,Columbia County ,"67,295",,
NY,Warren County ,"65,707",,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Map_of_New_York_highlighting_Warren_County.svg/100px-Map_of_New_York_highlighting_Warren_County.svg.png
NY,Livingston County ,"65,393",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Map_of_New_York_highlighting_Livingston_County.svg/100px-Map_of_New_York_highlighting_Livingston_County.svg.png
PA,Carbon County ,"65,249",,
NY,Herkimer County ,"64,519",,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Map_of_New_York_highlighting_Herkimer_County.svg/100px-Map_of_New_York_highlighting_Herkimer_County.svg.png
NY,Washington County ,"63,216",,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Map_of_New_York_highlighting_Washington_County.svg/100px-Map_of_New_York_highlighting_Washington_County.svg.png
NY,Columbia County ,"63,096",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Map_of_New_York_highlighting_Columbia_County.svg/100px-Map_of_New_York_highlighting_Columbia_County.svg.png
PA,Bradford County ,"62,622",,
NJ,Salem County ,"62,385",https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Salem_County%2C_New_Jersey_seal.png/100px-Salem_County%2C_New_Jersey_seal.png,
NY,Otsego County ,"62,259",,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Map_of_New_York_highlighting_Otsego_County.svg/100px-Map_of_New_York_highlighting_Otsego_County.svg.png
NY,Genesee County ,"60,079",,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Map_of_New_York_highlighting_Genesee_County.svg/100px-Map_of_New_York_highlighting_Genesee_County.svg.png
PA,Pike County ,"57,369",,
NY,Fulton County ,"55,531",,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Map_of_New_York_highlighting_Fulton_County.svg/100px-Map_of_New_York_highlighting_Fulton_County.svg.png
PA,Venango County ,"54,984",,
PA,Wayne County ,"52,822",,
NY,Franklin County ,"51,599",,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Map_of_New_York_highlighting_Franklin_County.svg/100px-Map_of_New_York_highlighting_Franklin_County.svg.png
MD,Worcester County ,"51,578",https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Seal_of_Worcester_County%2C_Maryland.png/100px-Seal_of_Worcester_County%2C_Maryland.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Map_of_Maryland_highlighting_Worcester_County.svg/150px-Map_of_Maryland_highlighting_Worcester_County.svg.png
NY,Tioga County ,"51,125",,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Map_of_New_York_highlighting_Tioga_County.svg/100px-Map_of_New_York_highlighting_Tioga_County.svg.png
NY,Chenango County ,"50,477",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Map_of_New_York_highlighting_Chenango_County.svg/100px-Map_of_New_York_highlighting_Chenango_County.svg.png
NY,Montgomery County ,"50,219",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Map_of_New_York_highlighting_Montgomery_County.svg/100px-Map_of_New_York_highlighting_Montgomery_County.svg.png
PA,Bedford County ,"49,762",,
NY,Cortland County ,"49,336",,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Map_of_New_York_highlighting_Cortland_County.svg/100px-Map_of_New_York_highlighting_Cortland_County.svg.png
NY,Greene County ,"49,221",,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Map_of_New_York_highlighting_Greene_County.svg/100px-Map_of_New_York_highlighting_Greene_County.svg.png
NY,Allegany County ,"48,946",,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Map_of_New_York_highlighting_Allegany_County.svg/100px-Map_of_New_York_highlighting_Allegany_County.svg.png
MD,Queen Anne's County ,"48,595",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Seal_of_Queen_Anne%27s_County%2C_Maryland.png/100px-Seal_of_Queen_Anne%27s_County%2C_Maryland.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Map_of_Maryland_highlighting_Queen_Anne%27s_County.svg/150px-Map_of_Maryland_highlighting_Queen_Anne%27s_County.svg.png
NY,Delaware County ,"47,980",,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Map_of_New_York_highlighting_Delaware_County.svg/100px-Map_of_New_York_highlighting_Delaware_County.svg.png
PA,Mifflin County ,"46,682",,
PA,Perry County ,"45,969",,
PA,Huntingdon County ,"45,913",,
PA,Jefferson County ,"45,200",,
PA,Union County ,"44,947",,
PA,McKean County ,"43,450",,
PA,Susquehanna County ,"43,356",,
NY,Orleans County ,"42,883",,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Map_of_New_York_highlighting_Orleans_County.svg/100px-Map_of_New_York_highlighting_Orleans_County.svg.png
NY,Wyoming County ,"42,155",,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Map_of_New_York_highlighting_Wyoming_County.svg/100px-Map_of_New_York_highlighting_Wyoming_County.svg.png
PA,Tioga County ,"41,981",,
PA,Warren County ,"41,815",,
PA,Clarion County ,"39,988",,
PA,Snyder County ,"39,702",,
NY,Essex County ,"39,370",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Map_of_New_York_highlighting_Essex_County.svg/100px-Map_of_New_York_highlighting_Essex_County.svg.png
PA,Clinton County ,"39,238",,
PA,Greene County ,"38,686",,
MD,Talbot County ,"38,098",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Seal_of_Talbot_County%2C_Maryland.png/100px-Seal_of_Talbot_County%2C_Maryland.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Map_of_Maryland_highlighting_Talbot_County.svg/150px-Map_of_Maryland_highlighting_Talbot_County.svg.png
NY,Seneca County ,"35,251",,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Map_of_New_York_highlighting_Schuyler_County.svg/100px-Map_of_New_York_highlighting_Schuyler_County.svg.png
NY,Schoharie County ,"32,749",,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Map_of_New_York_highlighting_Schenectady_County.svg/100px-Map_of_New_York_highlighting_Schenectady_County.svg.png
MD,Caroline County ,"32,718",https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Seal_of_Caroline_County%2C_Maryland.svg/100px-Seal_of_Caroline_County%2C_Maryland.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Map_of_Maryland_highlighting_Caroline_County.svg/150px-Map_of_Maryland_highlighting_Caroline_County.svg.png
MD,Dorchester County ,"32,551",https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Seal_of_Dorchester_County%2C_Maryland.png/100px-Seal_of_Dorchester_County%2C_Maryland.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Map_of_Maryland_highlighting_Dorchester_County.svg/150px-Map_of_Maryland_highlighting_Dorchester_County.svg.png
PA,Elk County ,"31,946",,
MD,Garrett County ,"29,854",https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Seal_of_Garrett_County%2C_Maryland.svg/100px-Seal_of_Garrett_County%2C_Maryland.svg.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Map_of_Maryland_highlighting_Garrett_County.svg/150px-Map_of_Maryland_highlighting_Garrett_County.svg.png
PA,Wyoming County ,"28,276",,
NY,Lewis County ,"27,087",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Map_of_New_York_highlighting_Lewis_County.svg/100px-Map_of_New_York_highlighting_Lewis_County.svg.png
MD,Somerset County ,"26,253",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Seal_of_Somerset_County%2C_Maryland.png/100px-Seal_of_Somerset_County%2C_Maryland.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Map_of_Maryland_highlighting_Somerset_County.svg/150px-Map_of_Maryland_highlighting_Somerset_County.svg.png
NY,Yates County ,"25,348",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Map_of_New_York_highlighting_Yates_County.svg/100px-Map_of_New_York_highlighting_Yates_County.svg.png
PA,Juniata County ,"24,636",,
MD,Kent County ,"20,191",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Seal_of_Kent_County%2C_Maryland.gif/100px-Seal_of_Kent_County%2C_Maryland.gif,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Map_of_Maryland_highlighting_Kent_County.svg/150px-Map_of_Maryland_highlighting_Kent_County.svg.png
NY,Schuyler County ,"18,343",,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Map_of_New_York_highlighting_Schoharie_County.svg/100px-Map_of_New_York_highlighting_Schoharie_County.svg.png
PA,Montour County ,"18,267",,
PA,Potter County ,"17,457",,
PA,Fulton County ,"14,845",,
PA,Forest County ,"7,716",,
PA,Sullivan County ,"6,428",,
PA,Cameron County ,"5,085",,
NY,Hamilton County ,"4,836",,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Map_of_New_York_highlighting_Hamilton_County.svg/100px-Map_of_New_York_highlighting_Hamilton_County.svg.png
